,now,hex,type,flight,r,t,alt_baro,alt_geom,gs,track,baro_rate,squawk,emergency,category,nav_qnh,nav_altitude_mcp,lat,lon,nic,rc,seen_pos,version,nic_baro,nac_p,nac_v,sil,sil_type,gva,sda,alert,spi,mlat,tisb,messages,seen,rssi,true_heading
93,1669921319.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,ground,,0.0,,,1200,none,A7,,,19.920517,-155.860927,8,186,8.538,2,,9,2,3,perhour,,2,,,[],[],5393860,0.8,-23.7,118.12
94,1669921349.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,ground,,0.0,,,1200,none,A7,,,19.920513,-155.860928,8,186,3.854,2,,9,2,3,perhour,,2,,,[],[],5393878,0.7000000000000001,-25.1,118.12
95,1669921379.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,ground,,0.0,,,1200,none,A7,,,19.920517,-155.860927,8,186,3.048,2,,9,2,3,perhour,,2,,,[],[],5393893,0.6000000000000001,-25.7,118.12
96,1669921409.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,ground,,9.2,,,1200,none,A7,,,19.920067,-155.861296,8,186,0.79,2,,9,2,3,perhour,,2,,,[],[],5393938,0.4,-19.0,253.12
97,1669921439.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,75,250.0,25.6,69.44,320.0,1200,none,A7,1016.8,12000.0,19.920227,-155.86083,8,186,0.0,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5394020,0.0,-16.2,67.5
98,1669921469.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,450,625.0,71.3,58.76,640.0,1200,none,A7,1016.8,12000.0,19.92217,-155.85305,8,186,0.0,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5394207,0.0,-2.2,67.5
99,1669921499.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,850,1050.0,84.2,45.48,704.0,1200,none,A7,1016.8,12000.0,19.929106,-155.84471,8,186,0.739,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5394378,0.2,-1.7000000000000002,
100,1669921529.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,1075,1275.0,91.6,36.12,384.0,1200,none,A7,1016.8,12000.0,19.938696,-155.83627,8,186,0.265,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5394516,0.30000000000000004,-1.8,
101,1669921559.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,1350,1550.0,93.8,31.49,448.0,1200,none,A7,1016.8,12000.0,19.948565,-155.829129,8,186,2.028,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5394612,0.7000000000000001,-1.6,
102,1669921589.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,1525,1725.0,97.9,34.18,320.0,1200,none,A7,1016.8,12000.0,19.960556,-155.821642,8,186,1.062,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5394720,0.1,-1.6,
103,1669921619.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,1700,1925.0,95.4,38.19,384.0,1200,none,A7,1016.8,12000.0,19.971329,-155.8127,8,186,0.529,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5394835,0.5,-1.6,
104,1669921649.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,1925,2150.0,95.5,43.73,256.0,1200,none,A7,1016.8,12000.0,19.980469,-155.804133,8,186,3.129,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5394990,0.0,-1.5,
105,1669921679.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,2150,2400.0,97.1,32.38,320.0,1200,none,A7,1016.8,12000.0,19.992096,-155.795059,8,186,0.5650000000000001,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5395089,0.6000000000000001,-2.7,
106,1669921709.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,2350,2600.0,97.5,10.04,512.0,1200,none,A7,1016.8,12000.0,20.00473,-155.790007,8,186,0.7030000000000001,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5395268,0.2,-4.4,
107,1669921739.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,2675,2950.0,93.1,2.46,640.0,1200,none,A7,1016.8,12000.0,20.018161,-155.78843,8,186,0.28500000000000003,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5395449,0.30000000000000004,-4.6,
108,1669921769.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,3025,3300.0,90.1,3.18,640.0,1200,none,A7,1016.8,12000.0,20.030731,-155.788144,8,186,0.03,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5395632,0.0,-3.9,
109,1669921799.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,3350,3650.0,89.4,5.14,576.0,1200,none,A7,1016.8,12000.0,20.043299,-155.787132,8,186,0.001,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5395808,0.0,-6.5,
110,1669921829.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,3825,4150.0,73.4,6.25,896.0,1200,none,A7,1016.8,12000.0,20.05394,-155.786378,8,186,0.522,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5395966,0.5,-6.7,
111,1669921859.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,4200,4525.0,77.4,14.22,768.0,1200,none,A7,1016.8,12000.0,20.06448,-155.784784,8,186,0.539,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5396139,0.5,-11.2,
112,1669921889.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,4550,4900.0,76.6,33.27,704.0,1200,none,A7,1016.8,12000.0,20.072953,-155.78004,8,186,4.032,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5396239,0.5,-17.0,
113,1669921919.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,4775,5125.0,82.9,33.69,384.0,1200,none,A7,1016.8,12000.0,20.079987,-155.775196,8,186,10.396,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5396323,0.30000000000000004,-21.0,
114,1669921949.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,5025,5400.0,96.3,32.7,64.0,1200,none,A7,1016.8,12000.0,20.093808,-155.765459,8,186,0.083,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5396417,0.1,-10.3,
115,1669921979.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,4975,5325.0,109.0,35.29,-256.0,1200,none,A7,1016.8,12000.0,20.106144,-155.757818,8,186,0.054,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5396538,0.0,-16.8,
116,1669922009.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,4625,4950.0,116.2,37.66,-832.0,1200,none,A7,1016.8,12000.0,20.117736,-155.748629,8,186,2.412,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5396612,0.9,-19.3,
117,1669922039.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,4275,4600.0,105.3,22.91,-1280.0,1200,none,A7,1016.8,12000.0,20.127136,-155.74101,8,186,10.034,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5396664,0.7000000000000001,-21.3,
118,1669922069.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,3875,4200.0,76.8,161.8,-640.0,1200,none,A7,1016.8,12000.0,20.127136,-155.74101,8,186,40.034,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5396727,1.0,-22.6,
119,1669922309.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,1025,1225.0,87.5,30.96,-64.0,1200,none,A7,1016.8,12000.0,20.193616,-155.715621,8,186,0.05,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5396796,0.1,-10.9,
120,1669922339.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,1100,1275.0,87.7,25.69,128.0,1200,none,A7,1016.8,12000.0,20.204416,-155.708879,8,186,0.625,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5396983,0.30000000000000004,-4.5,
121,1669922369.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,1125,1325.0,78.0,229.16,-320.0,1200,none,A7,1016.8,12000.0,20.209991,-155.713594,8,186,0.101,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5397185,0.1,-6.5,
122,1669922399.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,975,1175.0,98.0,130.03,-384.0,1200,none,A7,1016.8,12000.0,20.199326,-155.712662,8,186,0.048,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5397383,0.0,-10.8,
123,1669922429.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,975,1175.0,104.3,119.27,128.0,1200,none,A7,1016.8,12000.0,20.193662,-155.698991,8,186,0.18,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5397612,0.2,-8.7,
124,1669922459.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,1000,1200.0,106.4,111.5,0.0,1200,none,A7,1016.8,12000.0,20.186354,-155.685358,8,186,0.088,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5397829,0.1,-9.9,
125,1669922489.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,1000,1200.0,106.0,111.0,128.0,1200,none,A7,1016.8,12000.0,20.182257,-155.670427,8,186,0.6970000000000001,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5398041,0.2,-4.0,
126,1669922519.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,1025,1250.0,89.2,107.62,-128.0,1200,none,A7,1016.8,12000.0,20.177043,-155.656494,8,186,0.457,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5398241,0.5,-2.7,
127,1669922549.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,1150,1350.0,77.1,315.53,64.0,1200,none,A7,1016.8,12000.0,20.174332,-155.657926,8,186,0.23500000000000001,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5398411,0.2,-3.9,
128,1669922579.493,a02b45,adsb_icao,N11QN   ,N11QN,EC30,1150,1375.0,86.3,136.88,-576.0,1200,none,A7,1016.8,12000.0,20.173133,-155.661138,8,186,0.315,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5398599,0.1,-12.8,
129,1669922609.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,1025,1225.0,110.1,124.27,-320.0,1200,none,A7,1016.8,12000.0,20.166197,-155.647955,8,186,0.116,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5398779,0.1,-13.8,
130,1669922639.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,1025,1225.0,112.6,125.24,64.0,1200,none,A7,1016.8,12000.0,20.157398,-155.634472,8,186,0.309,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5398943,0.30000000000000004,-13.0,
131,1669922669.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,1050,1250.0,112.3,117.02,256.0,1200,none,A7,1016.8,12000.0,20.148926,-155.619965,8,186,0.312,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5399115,0.30000000000000004,-6.9,
132,1669922699.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,1100,1300.0,112.6,102.31,192.0,1200,none,A7,1016.8,12000.0,20.143526,-155.604609,8,186,0.332,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5399277,0.30000000000000004,-6.5,
133,1669922729.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,1175,1400.0,96.1,108.81,448.0,1200,none,A7,1016.8,12000.0,20.140127,-155.588379,8,186,0.278,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5399437,0.30000000000000004,-2.1,
134,1669922759.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,1375,1600.0,90.6,259.19,256.0,1200,none,A7,1016.8,12000.0,20.132679,-155.589827,8,186,0.098,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5399590,0.1,-4.9,
135,1669922789.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,1250,1450.0,113.2,308.19,-448.0,1200,none,A7,1016.8,12000.0,20.138718,-155.603976,8,186,0.067,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5399735,0.1,-10.1,
136,1669922819.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,1125,1350.0,106.8,292.0,-576.0,1200,none,A7,1016.8,12000.0,20.146784,-155.618242,8,186,0.026000000000000002,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5399912,0.0,-8.3,
137,1669922849.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,925,1125.0,108.6,229.86,-384.0,1200,none,A7,1016.8,12000.0,20.144969,-155.631575,8,186,3.472,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5400024,3.0,-20.2,
138,1669922879.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,925,1125.0,108.6,229.86,-384.0,1200,none,A7,1016.8,12000.0,20.144969,-155.631575,8,186,33.472,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5400024,33.0,-20.2,
139,1669923179.492,a02b45,adsb_icao,,N11QN,EC30,3325,3625.0,91.7,117.96,0.0,,,A7,1016.8,12000.0,20.083694,-155.652041,8,186,2.132,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5400032,2.1,-26.1,
140,1669923209.492,a02b45,adsb_icao,,N11QN,EC30,3325,3625.0,91.7,117.96,0.0,,,A7,1016.8,12000.0,20.083694,-155.652041,8,186,32.132,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5400032,32.1,-26.1,
141,1669923329.492,a02b45,adsb_icao,,N11QN,EC30,3900,4250.0,72.1,236.31,1472.0,1200,none,A7,1016.8,12000.0,20.058987,-155.656444,8,186,0.149,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5400056,0.1,-17.7,
142,1669923359.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,4450,4825.0,75.1,260.04,1024.0,1200,none,A7,1016.8,12000.0,20.052887,-155.664793,8,186,0.7010000000000001,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5400245,0.30000000000000004,-17.0,
143,1669923389.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,4700,5050.0,91.8,277.51,320.0,1200,none,A7,1016.8,12000.0,20.053447,-155.677368,8,186,0.171,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5400387,0.2,-18.3,
144,1669923419.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,4775,5125.0,104.4,265.05,-192.0,1200,none,A7,1016.8,12000.0,20.052841,-155.692111,8,186,0.46,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5400529,0.5,-17.9,
145,1669923449.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,4575,4925.0,111.2,266.91,-640.0,1200,none,A7,1016.8,12000.0,20.051422,-155.7081,8,186,0.425,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5400672,0.4,-17.1,
146,1669923479.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,4250,4575.0,109.2,266.33,-832.0,1200,none,A7,1016.8,12000.0,20.050933,-155.72396,8,186,1.653,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5400771,1.1,-21.8,
147,1669923509.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,3825,4150.0,103.0,258.8,-576.0,1200,none,A7,1016.8,12000.0,20.048187,-155.739291,8,186,1.339,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5400830,1.3,-19.2,
148,1669923539.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,3350,3650.0,107.0,246.31,-1152.0,1200,none,A7,1016.8,12000.0,20.043718,-155.751776,8,186,6.341,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5400860,6.3,-22.0,
149,1669923569.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,3000,3275.0,113.4,239.82,-448.0,1200,none,A7,1016.8,12000.0,20.036176,-155.769853,8,186,0.318,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5400949,0.30000000000000004,-19.2,
150,1669923599.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,2875,3150.0,113.3,200.67,-192.0,1200,none,A7,1016.8,12000.0,20.024094,-155.780493,8,186,0.137,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5401061,0.1,-13.4,
151,1669923629.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,2925,3200.0,107.7,192.88,128.0,1200,none,A7,1016.8,12000.0,20.009409,-155.783836,8,186,0.635,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5401239,0.2,-12.4,
152,1669923659.495,a02b45,adsb_icao,N11QN   ,N11QN,EC30,2775,3025.0,118.2,203.96,-448.0,1200,none,A7,1016.8,12000.0,19.994385,-155.790057,8,186,0.296,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5401389,0.30000000000000004,-2.0,
153,1669923689.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,2525,2775.0,116.3,206.57,-576.0,1200,none,A7,1016.8,12000.0,19.979233,-155.797806,8,186,0.039,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5401491,0.0,-1.5,
154,1669923719.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,2200,2425.0,118.2,212.21,-896.0,1200,none,A7,1016.8,12000.0,19.965042,-155.805849,8,186,0.16,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5401543,0.2,-1.7000000000000002,
155,1669923749.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,2025,2250.0,118.1,208.3,-256.0,1200,none,A7,1016.8,12000.0,19.952225,-155.814187,8,186,2.7880000000000003,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5401610,0.2,-1.6,
156,1669923779.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,1800,2000.0,115.4,205.68,-192.0,1200,none,A7,1016.8,12000.0,19.942657,-155.819386,8,186,12.742,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5401627,0.7000000000000001,-1.5,
157,1669923809.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,1425,1625.0,107.5,223.49,-832.0,1200,none,A7,1016.8,12000.0,19.92338,-155.831327,8,186,0.171,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5401732,0.2,-1.5,
158,1669923839.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,1000,1175.0,96.9,222.91,-1216.0,1200,none,A7,1016.8,12000.0,19.913956,-155.842536,8,186,0.246,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5401922,0.2,-2.3,
159,1669923869.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,725,900.0,92.4,260.03,-128.0,1200,none,A7,1016.8,12000.0,19.907785,-155.854448,8,186,0.0,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5402100,0.0,-3.6,
160,1669923899.494,a02b45,adsb_icao,N11QN   ,N11QN,EC30,425,600.0,71.9,325.2,-512.0,1200,none,A7,1016.8,12000.0,19.910252,-155.865534,8,186,0.4,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5402290,0.4,-7.3,
161,1669923929.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,150,325.0,47.8,52.65,-384.0,1200,none,A7,1016.8,12000.0,19.918167,-155.86441,8,186,0.122,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5402488,0.1,-8.3,
162,1669923959.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,ground,225.0,6.8,48.81,0.0,1200,none,A7,1016.8,12000.0,19.920087,-155.861427,8,186,0.589,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5402660,0.1,-14.1,56.25
163,1669923989.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,ground,175.0,0.30000000000000004,38.66,0.0,1200,none,A7,1016.8,12000.0,19.920525,-155.860928,8,186,0.881,2,1.0,9,2,3,perhour,1.0,2,0.0,0.0,[],[],5402716,0.9,-22.0,120.94
164,1669924019.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,ground,175.0,0.0,38.66,0.0,1200,none,A7,1016.8,12000.0,19.920525,-155.860916,8,186,3.469,2,1.0,9,2,3,perhour,,2,0.0,0.0,[],[],5402744,0.4,-24.9,118.12
165,1669924049.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,ground,,0.0,,,1200,none,A7,,,19.920525,-155.860916,8,186,8.298,2,,9,2,3,perhour,,2,,,[],[],5402759,5.2,-25.2,118.12
166,1669924079.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,ground,,0.0,,,1200,none,A7,,,19.920517,-155.860915,8,186,13.606,2,,9,2,3,perhour,,2,,,[],[],5402769,0.7000000000000001,-26.0,120.94
167,1669924109.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,ground,,0.0,,,1200,none,A7,,,19.920525,-155.860916,8,186,4.011,2,,9,2,3,perhour,,2,,,[],[],5402783,0.2,-25.7,120.94
168,1669924139.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,ground,,0.0,,,1200,none,A7,,,19.920525,-155.860916,8,186,18.397,2,,9,2,3,perhour,,2,,,[],[],5402788,17.9,-26.2,120.94
169,1669924169.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,ground,,0.0,,,1200,none,A7,,,19.920525,-155.860916,8,186,48.397,2,,9,2,3,perhour,,2,,,[],[],5402788,47.9,-26.2,120.94
170,1669925009.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,ground,,,,,1200,none,A7,,,19.920536,-155.860928,8,186,1.089,2,,9,2,3,perhour,,2,,,[],[],5402838,0.6000000000000001,-26.2,120.94
171,1669925039.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,ground,,0.0,,,1200,none,A7,,,19.920536,-155.860916,8,186,9.41,2,,9,2,3,perhour,,2,,,[],[],5402872,1.3,-25.2,118.12
172,1669925069.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,ground,,0.0,,,1200,none,A7,,,19.920541,-155.860927,8,186,9.255,2,,9,2,3,perhour,,2,,,[],[],5402886,0.9,-25.5,118.12
173,1669925099.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,ground,,0.0,,,1200,none,A7,,,19.920541,-155.860927,8,186,4.201,2,,9,2,3,perhour,,2,,,[],[],5402902,0.9,-25.1,118.12
174,1669925129.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,ground,,0.0,,,1200,none,A7,,,19.920529,-155.860927,8,186,9.257,2,,9,2,3,perhour,,2,,,[],[],5402915,1.1,-25.6,118.12
175,1669925159.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,ground,,0.0,,,1200,none,A7,,,19.920529,-155.860915,8,186,9.487,2,,9,2,3,perhour,,2,,,[],[],5402925,9.5,-24.9,118.12
176,1669925189.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,ground,,0.0,,,1200,none,A7,,,19.920517,-155.860915,8,186,14.678,2,,9,2,3,perhour,,2,,,[],[],5402938,1.3,-25.7,120.94
177,1669925219.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,ground,,0.0,,,1200,none,A7,,,19.920517,-155.860915,8,186,4.331,2,,9,2,3,perhour,,2,,,[],[],5402949,4.3,-25.9,118.12
178,1669925249.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,ground,,0.0,,,1200,none,A7,,,19.920525,-155.860916,8,186,4.789,2,,9,2,3,perhour,,2,,,[],[],5402955,4.8,-26.7,118.12
179,1669925279.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,ground,,0.0,,,1200,none,A7,,,19.920517,-155.860915,8,186,0.058,2,,9,2,3,perhour,,2,,,[],[],5402968,0.1,-25.6,120.94
180,1669925309.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,ground,,0.0,,,1200,none,A7,,,19.920525,-155.860916,8,186,5.698,2,,9,2,3,perhour,,2,,,[],[],5402977,2.2,-24.5,120.94
181,1669925339.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,ground,,0.0,,,1200,none,A7,,,19.920525,-155.860916,8,186,5.558,2,,9,2,3,perhour,,2,,,[],[],5402990,2.7,-25.6,120.94
182,1669925369.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,ground,200.0,6.8,236.31,320.0,1200,none,A7,,,19.920204,-155.861137,8,186,0.274,2,,9,2,3,perhour,,2,0.0,0.0,[],[],5403026,0.30000000000000004,-20.5,250.31
183,1669925399.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,250,425.0,67.4,220.79,960.0,1200,none,A7,1016.8,12000.0,19.916863,-155.865884,8,186,0.514,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5403173,0.5,-12.7,241.88
184,1669925429.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,825,1025.0,80.0,137.53,1088.0,1200,none,A7,1016.8,12000.0,19.907646,-155.862688,8,186,0.016,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5403359,0.0,-2.7,241.88
185,1669925459.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,1400,1625.0,86.4,127.0,1088.0,1200,none,A7,1016.8,12000.0,19.90029,-155.85285,8,186,0.178,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5403545,0.2,-2.6,
186,1669925489.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,1875,2100.0,88.2,125.31,896.0,1200,none,A7,1016.8,12000.0,19.893168,-155.842413,8,186,0.037,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5403737,0.0,-2.9,
187,1669925519.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,2325,2575.0,89.6,123.16,832.0,1200,none,A7,1016.8,12000.0,19.886215,-155.831451,8,186,0.0,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5403931,0.0,-2.5,
188,1669925549.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,2775,3050.0,89.3,124.05,832.0,1200,none,A7,1016.8,12000.0,19.879249,-155.82034,8,186,0.0,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5404130,0.0,-2.8,
189,1669925579.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,3250,3550.0,93.0,126.25,640.0,1200,none,A7,1016.8,12000.0,19.871841,-155.809283,8,186,0.025,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5404325,0.0,-2.6,
190,1669925609.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,3650,3975.0,87.0,127.53,960.0,1200,none,A7,1016.8,12000.0,19.864288,-155.798394,8,186,0.322,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5404518,0.30000000000000004,-2.2,
191,1669925639.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,4050,4375.0,89.0,128.16,576.0,1200,none,A7,1016.8,12000.0,19.857056,-155.788928,8,186,0.17200000000000001,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5404707,0.2,-2.1,
192,1669925669.492,a02b45,adsb_icao,N11QN   ,N11QN,EC30,4375,4725.0,92.2,130.6,512.0,1200,none,A7,1016.8,12000.0,19.848804,-155.778592,8,186,0.35100000000000003,2,1.0,9,2,3,perhour,2.0,2,0.0,0.0,[],[],5404895,0.4,-3.4,
