,now,hex,type,r,t,alt_baro,gs,true_heading,squawk,lat,lon,nic,rc,seen_pos,version,nac_p,nac_v,sil,sil_type,sda,alert,spi,mlat,tisb,messages,seen,rssi,flight,emergency,category,track,baro_rate,alt_geom,nav_qnh,nav_altitude_mcp,nav_heading,nic_baro,gva,nav_modes,nav_altitude_fms
217,1669856279.492,ad6ff2,adsb_icao,N965NN,B738,38000,356.0,,2162,39.080978,-80.164669,8,186,0.192,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65005280,0.0,-15.7,AAL2695 ,none,A3,274.35,0.0,38000.0,1013.6,38016.0,279.84,1.0,2.0,,
218,1669856279.492,a23a02,adsb_icao,N24211,B738,34000,337.0,,0512,39.068024,-79.945778,8,186,0.393,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57212771,0.2,-9.2,UAL1598 ,none,A3,274.42,0.0,33875.0,1013.6,34016.0,279.84,1.0,2.0,,
219,1669856279.492,ab5f87,adsb_icao,N8318F,B738,16125,305.9,,5622,38.979996,-77.486393,8,186,0.429,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45066387,0.30000000000000004,-6.2,SWA2876 ,none,A3,263.62,960.0,15850.0,1014.4,19008.0,274.92,1.0,2.0,,
220,1669856309.492,ad6ff2,adsb_icao,N965NN,B738,38000,356.9,,2162,39.084607,-80.227966,8,186,0.261,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65005549,0.1,-7.8,AAL2695 ,none,A3,274.02,0.0,38000.0,1013.6,38016.0,279.84,1.0,2.0,,
221,1669856309.492,a23a02,adsb_icao,N24211,B738,34000,336.0,,0512,39.071619,-80.005859,8,186,0.276,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57213016,0.2,-10.9,UAL1598 ,none,A3,274.44,-64.0,33875.0,1013.6,34016.0,279.84,1.0,2.0,,
222,1669856309.492,ab5f87,adsb_icao,N8318F,B738,16850,303.8,,5622,38.975235,-77.541086,8,186,0.056,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45066664,0.1,-7.4,SWA2876 ,none,A3,263.76,1536.0,16575.0,1014.4,19008.0,274.92,1.0,2.0,,
223,1669856339.492,ad6ff2,adsb_icao,N965NN,B738,38000,356.8,,2162,39.087982,-80.291728,8,186,0.007,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65005818,0.0,-9.8,AAL2695 ,none,A3,273.86,0.0,38000.0,1013.6,38016.0,279.84,1.0,2.0,,
224,1669856339.492,a23a02,adsb_icao,N24211,B738,34000,334.0,,0512,39.075211,-80.065732,8,186,0.14100000000000001,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57213276,0.0,-10.5,UAL1598 ,none,A3,274.46,0.0,33850.0,1013.6,34016.0,279.84,1.0,2.0,,
225,1669856339.492,ab5f87,adsb_icao,N8318F,B738,17600,303.8,,5622,38.970694,-77.594238,8,186,0.20500000000000002,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45066946,0.0,-9.1,SWA2876 ,none,A3,263.76,1600.0,17325.0,1014.4,19008.0,274.92,1.0,2.0,,
226,1669856369.492,ad6ff2,adsb_icao,N965NN,B738,38000,357.0,,2162,39.091543,-80.354675,8,186,0.186,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65006093,0.0,-17.6,AAL2695 ,none,A3,274.34,0.0,37975.0,1013.6,38016.0,279.84,1.0,2.0,,
227,1669856369.492,a23a02,adsb_icao,N24211,B738,34000,332.9,,0512,39.07869,-80.125202,8,186,0.0,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57213539,0.0,-12.1,UAL1598 ,none,A3,274.13,0.0,33850.0,1013.6,34016.0,279.84,1.0,2.0,,
228,1669856369.492,ab5f87,adsb_icao,N8318F,B738,18350,297.7,,5622,38.966178,-77.6474,8,186,0.225,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45067204,0.0,-9.7,SWA2876 ,none,A3,263.83,1472.0,18100.0,1013.6,19008.0,274.92,1.0,2.0,,
229,1669856399.492,ad6ff2,adsb_icao,N965NN,B738,38000,355.9,,2162,39.095128,-80.417725,8,186,0.34800000000000003,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65006358,0.30000000000000004,-5.6,AAL2695 ,none,A3,274.03,0.0,37975.0,1013.6,38016.0,279.84,1.0,2.0,,
230,1669856399.492,a23a02,adsb_icao,N24211,B738,34000,333.9,,0512,39.082077,-80.184014,8,186,0.108,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57213803,0.0,-10.3,UAL1598 ,none,A3,274.12,-64.0,33850.0,1013.6,34016.0,279.84,1.0,2.0,,
231,1669856399.492,ab5f87,adsb_icao,N8318F,B738,18925,304.9,,5622,38.961616,-77.700684,8,186,0.0,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45067468,0.0,-7.9,SWA2876 ,none,A3,263.6,1216.0,18675.0,1013.6,19008.0,274.92,1.0,2.0,,
232,1669856429.492,ad6ff2,adsb_icao,N965NN,B738,38000,356.8,,2162,39.09848,-80.481506,8,186,0.14200000000000002,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65006614,0.0,-15.6,AAL2695 ,none,A3,273.86,0.0,37975.0,1013.6,38016.0,279.84,1.0,2.0,"['vnav', 'althold', 'approach', 'tcas']",
233,1669856429.492,a23a02,adsb_icao,N24211,B738,34000,334.9,,0512,39.08551,-80.243603,8,186,0.0,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57214075,0.0,-10.7,UAL1598 ,none,A3,274.11,64.0,33850.0,1013.6,34016.0,279.84,1.0,2.0,,
234,1669856429.492,ab5f87,adsb_icao,N8318F,B738,19025,322.9,,5622,38.956833,-77.756693,8,186,0.0,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45067738,0.0,-8.0,SWA2876 ,none,A3,263.78,448.0,18800.0,1013.6,24000.0,274.92,1.0,2.0,,
235,1669856459.492,ad6ff2,adsb_icao,N965NN,B738,38000,364.6,,2162,39.105789,-80.544115,8,186,0.366,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65006869,0.1,-5.6,AAL2695 ,none,A3,287.89,64.0,37975.0,1013.6,38016.0,279.84,1.0,2.0,"['vnav', 'althold', 'approach', 'tcas']",
236,1669856459.492,a23a02,adsb_icao,N24211,B738,34000,334.9,,0512,39.08889,-80.302734,8,186,0.234,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57214359,0.0,-8.5,UAL1598 ,none,A3,274.11,0.0,33850.0,1013.6,34016.0,279.84,1.0,2.0,,
237,1669856459.492,ab5f87,adsb_icao,N8318F,B738,20025,327.0,,5622,38.952026,-77.813538,8,186,0.37,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45068005,0.0,-7.6,SWA2876 ,none,A3,263.68,3136.0,19825.0,1013.6,24000.0,274.92,1.0,2.0,,
238,1669856489.492,ad6ff2,adsb_icao,N965NN,B738,38000,371.5,,2162,39.12939,-80.603455,8,186,0.0,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65007135,0.0,-9.0,AAL2695 ,none,A3,298.98,0.0,37950.0,1013.6,38016.0,300.94,1.0,2.0,,
239,1669856489.492,a23a02,adsb_icao,N24211,B738,34000,333.8,,0512,39.092102,-80.362124,8,186,0.331,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57214624,0.0,-7.5,UAL1598 ,none,A3,273.95,0.0,33850.0,1013.6,34016.0,279.84,1.0,2.0,,
240,1669856489.492,ab5f87,adsb_icao,N8318F,B738,21200,334.2,,5622,38.949326,-77.872131,8,186,0.311,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45068257,0.2,-8.4,SWA2876 ,none,A3,271.89,1408.0,21000.0,1013.6,24000.0,274.92,1.0,2.0,,
241,1669856519.493,ad6ff2,adsb_icao,N965NN,B738,38000,371.5,,2162,39.154203,-80.660706,8,186,0.168,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65007402,0.0,-12.9,AAL2695 ,none,A3,298.98,0.0,37950.0,1013.6,36000.0,300.94,1.0,2.0,,
242,1669856519.493,a23a02,adsb_icao,N24211,B738,34000,332.8,,0512,39.095314,-80.421753,8,186,0.106,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57214884,0.0,-8.9,UAL1598 ,none,A3,273.96,0.0,33850.0,1013.6,34016.0,279.84,1.0,2.0,,
243,1669856519.493,ab5f87,adsb_icao,N8318F,B738,22125,339.3,,5622,38.95134,-77.932653,8,186,0.009000000000000001,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45068519,0.0,-8.8,SWA2876 ,none,A3,272.53,2048.0,21925.0,1013.6,27008.0,274.92,1.0,2.0,,
244,1669856549.492,ad6ff2,adsb_icao,N965NN,B738,37600,366.3,,2162,39.179077,-80.718284,8,186,0.218,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65007678,0.2,-16.5,AAL2695 ,none,A3,299.43,-960.0,37575.0,1013.6,36000.0,300.94,1.0,2.0,,
245,1669856549.492,a23a02,adsb_icao,N24211,B738,34000,332.8,,0512,39.09848,-80.480652,8,186,0.295,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57215138,0.2,-12.2,UAL1598 ,none,A3,273.96,0.0,33850.0,1013.6,34016.0,279.84,1.0,2.0,,
246,1669856549.492,ab5f87,adsb_icao,N8318F,B738,23050,334.3,,5622,38.953376,-77.992249,8,186,0.386,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45068783,0.30000000000000004,-6.7,SWA2876 ,none,A3,272.57,1792.0,22900.0,1013.6,27008.0,274.92,1.0,2.0,,
247,1669856579.492,ad6ff2,adsb_icao,N965NN,B738,37125,358.6,,2162,39.203548,-80.773865,8,186,0.439,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65007943,0.0,-12.4,AAL2695 ,none,A3,299.21,-960.0,37050.0,1013.6,36000.0,300.94,1.0,2.0,,
248,1669856579.492,a23a02,adsb_icao,N24211,B738,34000,332.7,,0512,39.101599,-80.539551,8,186,0.32,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57215396,0.0,-7.4,UAL1598 ,none,A3,273.62,0.0,33850.0,1013.6,34016.0,279.84,1.0,2.0,,
249,1669856579.492,ab5f87,adsb_icao,N8318F,B738,23975,327.3,,5622,38.955368,-78.050875,8,186,0.183,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45069042,0.0,-12.5,SWA2876 ,none,A3,272.45,1856.0,23825.0,1013.6,27008.0,279.84,1.0,2.0,,
250,1669856609.492,ad6ff2,adsb_icao,N965NN,B738,36625,350.9,,2162,39.227709,-80.830139,8,186,0.10200000000000001,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65008214,0.0,-11.0,AAL2695 ,none,A3,298.98,-1024.0,36525.0,1013.6,36000.0,300.94,1.0,2.0,,
251,1669856609.492,a23a02,adsb_icao,N24211,B738,34000,332.7,,0512,39.104599,-80.599047,8,186,0.161,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57215646,0.0,-8.2,UAL1598 ,none,A3,273.79,0.0,33825.0,1013.6,34016.0,279.84,1.0,2.0,,
252,1669856609.492,ab5f87,adsb_icao,N8318F,B738,24950,329.3,,5622,38.957199,-78.109031,8,186,0.321,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45069297,0.0,-6.9,SWA2876 ,none,A3,272.26,2048.0,24825.0,1013.6,27008.0,279.84,1.0,2.0,,
253,1669856639.492,ad6ff2,adsb_icao,N965NN,B738,36150,340.2,,2162,39.250854,-80.883557,8,186,0.23800000000000002,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65008483,0.1,-11.8,AAL2695 ,none,A3,299.2,-1024.0,36025.0,1013.6,36000.0,300.94,1.0,2.0,,
254,1669856639.492,a23a02,adsb_icao,N24211,B738,34000,332.8,,0512,39.107697,-80.658569,8,186,0.0,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57215902,0.0,-8.4,UAL1598 ,none,A3,273.96,0.0,33825.0,1013.6,34016.0,279.84,1.0,2.0,,
255,1669856639.492,ab5f87,adsb_icao,N8318F,B738,25775,332.3,,5622,38.959122,-78.168202,8,186,0.015,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45069566,0.0,-9.4,SWA2876 ,none,A3,272.41,2112.0,25650.0,1013.6,32000.0,279.84,1.0,2.0,,
256,1669856669.492,ad6ff2,adsb_icao,N965NN,B738,35975,338.2,,2162,39.273514,-80.937175,8,186,0.0,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65008750,0.0,-10.9,AAL2695 ,none,A3,298.23,64.0,35800.0,1013.6,36000.0,298.83,1.0,2.0,,
257,1669856669.492,a23a02,adsb_icao,N24211,B738,34000,332.7,,0512,39.110816,-80.717285,8,186,0.013000000000000001,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57216155,0.0,-7.5,UAL1598 ,none,A3,273.79,0.0,33825.0,1013.6,34016.0,279.84,1.0,2.0,,
258,1669856669.492,ab5f87,adsb_icao,N8318F,B738,26850,338.0,,5622,38.961273,-78.226836,8,186,0.428,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45069827,0.0,-7.7,SWA2876 ,none,A3,274.41,1920.0,26775.0,1013.6,32000.0,279.84,1.0,2.0,,
259,1669856699.493,ad6ff2,adsb_icao,N965NN,B738,36000,337.9,,2162,39.295675,-80.989624,8,186,0.22,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65009014,0.0,-9.1,AAL2695 ,none,A3,298.84,0.0,35825.0,1013.6,36000.0,298.83,1.0,2.0,,
260,1669856699.493,a23a02,adsb_icao,N24211,B738,34000,332.7,,0512,39.113842,-80.776245,8,186,0.10400000000000001,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57216403,0.0,-6.3,UAL1598 ,none,A3,273.79,0.0,33825.0,1013.6,34016.0,279.84,1.0,2.0,,
261,1669856699.493,ab5f87,adsb_icao,N8318F,B738,27825,341.2,,5622,38.965256,-78.28732,8,186,0.264,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45070079,0.0,-10.8,SWA2876 ,none,A3,274.88,1856.0,27750.0,1013.6,32000.0,279.84,1.0,2.0,,
262,1669856729.492,ad6ff2,adsb_icao,N965NN,B738,36000,340.7,,2162,39.318604,-81.042799,8,186,0.152,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65009283,0.0,-7.8,AAL2695 ,none,A3,299.35,0.0,35800.0,1013.6,36000.0,298.83,1.0,2.0,,
263,1669856729.492,a23a02,adsb_icao,N24211,B738,34000,333.7,,0512,39.116776,-80.835492,8,186,0.243,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57216665,0.0,-11.7,UAL1598 ,none,A3,273.61,-64.0,33825.0,1013.6,34016.0,279.84,1.0,2.0,,
264,1669856729.492,ab5f87,adsb_icao,N8318F,B738,28750,342.2,,5622,38.969284,-78.348342,8,186,0.017,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45070337,0.0,-5.6,SWA2876 ,none,A3,274.86,1728.0,28700.0,1013.6,32000.0,279.84,1.0,2.0,,
265,1669856759.493,ad6ff2,adsb_icao,N965NN,B738,36000,343.4,,2162,39.341901,-81.096497,8,186,0.0,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65009543,0.0,-12.1,AAL2695 ,none,A3,299.1,-64.0,35800.0,1013.6,36000.0,298.83,1.0,2.0,,
266,1669856759.493,a23a02,adsb_icao,N24211,B738,34000,334.7,,0512,39.119751,-80.89514,8,186,0.059000000000000004,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57216916,0.0,-9.6,UAL1598 ,none,A3,273.77,0.0,33825.0,1013.6,34016.0,279.84,1.0,2.0,,
267,1669856759.493,ab5f87,adsb_icao,N8318F,B738,29775,338.1,,5622,38.973115,-78.40802,8,186,0.356,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45070590,0.2,-8.2,SWA2876 ,none,A3,274.58,2304.0,29725.0,1013.6,32992.0,279.84,1.0,2.0,,
268,1669856789.492,ad6ff2,adsb_icao,N965NN,B738,36000,344.1,,2162,39.364898,-81.150024,8,186,0.031,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65009817,0.0,-7.8,AAL2695 ,none,A3,298.65,0.0,35800.0,1013.6,36000.0,298.83,1.0,2.0,,
269,1669856789.492,a23a02,adsb_icao,N24211,B738,34000,335.7,,0512,39.122733,-80.953979,8,186,0.513,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57217174,0.0,-18.5,UAL1598 ,none,A3,273.59,0.0,33825.0,1013.6,34016.0,279.84,1.0,2.0,,
270,1669856789.492,ab5f87,adsb_icao,N8318F,B738,30800,336.1,,5622,38.976885,-78.467834,8,186,0.23800000000000002,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45070837,0.1,-9.3,SWA2876 ,none,A3,274.61,1856.0,30775.0,1013.6,32992.0,279.84,1.0,2.0,,
271,1669856819.492,ad6ff2,adsb_icao,N965NN,B738,36000,346.0,,2162,39.387955,-81.20431,8,186,0.0,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65010091,0.0,-10.1,AAL2695 ,none,A3,298.86,0.0,35800.0,1013.6,36000.0,298.83,1.0,2.0,,
272,1669856819.492,a23a02,adsb_icao,N24211,B738,34000,335.6,,0512,39.12561,-81.014139,8,186,0.41100000000000003,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57217435,0.0,-19.6,UAL1598 ,none,A3,273.42,0.0,33825.0,1013.6,34016.0,279.84,1.0,2.0,,
273,1669856819.492,ab5f87,adsb_icao,N8318F,B738,31725,335.1,,5622,38.980637,-78.527467,8,186,0.215,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45071073,0.2,-9.4,SWA2876 ,none,A3,274.62,1792.0,31750.0,1013.6,32992.0,279.84,1.0,2.0,,
274,1669856849.492,ad6ff2,adsb_icao,N965NN,B738,36000,347.7,,2162,39.410892,-81.258179,8,186,0.178,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65010361,0.1,-10.6,AAL2695 ,none,A3,298.7,0.0,35800.0,1013.6,36000.0,298.83,1.0,2.0,,
275,1669856849.492,a23a02,adsb_icao,N24211,B738,34000,336.7,,0512,39.129181,-81.07337,8,186,0.453,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57217691,0.1,-12.6,UAL1598 ,none,A3,279.57,-64.0,33825.0,1013.6,34016.0,305.86,1.0,2.0,,
276,1669856849.492,ab5f87,adsb_icao,N8318F,B738,32650,336.1,,5622,38.984344,-78.587116,8,186,0.14400000000000002,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45071324,0.0,-6.1,SWA2876 ,none,A3,274.61,1984.0,32675.0,1013.6,32992.0,279.84,1.0,2.0,,
277,1669856879.492,ad6ff2,adsb_icao,N965NN,B738,36000,350.0,,2162,39.434261,-81.31311,8,186,0.115,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65010644,0.0,-9.9,AAL2695 ,none,A3,298.69,0.0,35775.0,1013.6,36000.0,298.83,1.0,2.0,,
278,1669856879.492,a23a02,adsb_icao,N24211,B738,34000,349.4,,0512,39.145265,-81.130981,8,186,0.305,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57217958,0.0,-11.9,UAL1598 ,none,A3,298.18,0.0,33800.0,1013.6,34016.0,300.94,1.0,2.0,,
279,1669856879.492,ab5f87,adsb_icao,N8318F,B738,33000,335.1,,5622,38.988144,-78.647003,8,186,0.011,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45071574,0.0,-15.4,SWA2876 ,none,A3,274.62,-64.0,33050.0,1013.6,32992.0,279.84,1.0,2.0,,
280,1669856909.492,ad6ff2,adsb_icao,N965NN,B738,36000,350.4,,2162,39.457677,-81.367798,8,186,0.262,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65010939,0.0,-11.9,AAL2695 ,none,A3,298.83,0.0,35775.0,1013.6,36000.0,298.83,1.0,2.0,,
281,1669856909.492,a23a02,adsb_icao,N24211,B738,34000,349.8,,0512,39.167796,-81.186279,8,186,0.199,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57218215,0.0,-11.6,UAL1598 ,none,A3,297.59,0.0,33800.0,1013.6,34016.0,298.12,1.0,2.0,,
282,1669856909.492,ab5f87,adsb_icao,N8318F,B738,32975,331.9,,5622,38.99176,-78.706055,8,186,0.019,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45071840,0.0,-13.2,SWA2876 ,none,A3,274.32,64.0,33025.0,1013.6,32992.0,279.84,1.0,2.0,,
283,1669856939.492,ad6ff2,adsb_icao,N965NN,B738,36000,350.8,,2162,39.480813,-81.422485,8,186,0.46,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65011215,0.1,-6.7,AAL2695 ,none,A3,298.61,0.0,35775.0,1013.6,36000.0,298.83,1.0,1.0,,
284,1669856939.492,a23a02,adsb_icao,N24211,B738,34000,351.1,,0512,39.19043,-81.241747,8,186,0.121,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57218479,0.0,-11.1,UAL1598 ,none,A3,297.66,0.0,33800.0,1013.6,34016.0,298.12,1.0,2.0,,
285,1669856939.492,ab5f87,adsb_icao,N8318F,B738,33000,330.9,,5622,38.99518,-78.764221,8,186,0.34900000000000003,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45072091,0.0,-11.4,SWA2876 ,none,A3,274.33,64.0,33075.0,1013.6,32992.0,279.84,1.0,2.0,,
286,1669856969.492,ad6ff2,adsb_icao,N965NN,B738,36000,352.2,,2162,39.50441,-81.47849,8,186,0.061,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65011477,0.1,-8.4,AAL2695 ,none,A3,298.68,0.0,35750.0,1013.6,36000.0,298.83,1.0,1.0,,
287,1669856969.492,a23a02,adsb_icao,N24211,B738,34000,352.1,,0512,39.213272,-81.297395,8,186,0.0,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57218745,0.0,-8.4,UAL1598 ,none,A3,297.95,0.0,33800.0,1013.6,34016.0,298.12,1.0,2.0,,
288,1669856969.492,ab5f87,adsb_icao,N8318F,B738,33000,336.0,,5622,38.99881,-78.823919,8,186,0.0,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45072350,0.0,-12.5,SWA2876 ,none,A3,274.44,-64.0,33050.0,1013.6,32992.0,279.84,1.0,2.0,,
289,1669856999.492,ad6ff2,adsb_icao,N965NN,B738,36000,353.5,,2162,39.52739,-81.533183,8,186,0.506,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65011754,0.4,-10.8,AAL2695 ,none,A3,298.38,0.0,35750.0,1013.6,36000.0,298.83,1.0,1.0,,
290,1669856999.492,a23a02,adsb_icao,N24211,B738,34000,353.4,,0512,39.235855,-81.352661,8,186,0.163,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57219023,0.1,-8.6,UAL1598 ,none,A3,297.65,0.0,33775.0,1013.6,34016.0,298.12,1.0,2.0,,
291,1669856999.492,ab5f87,adsb_icao,N8318F,B738,33000,337.1,,5622,39.002442,-78.882874,8,186,0.376,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45072583,0.1,-10.2,SWA2876 ,none,A3,274.59,0.0,33025.0,1013.6,32992.0,279.84,1.0,2.0,,
292,1669857029.492,ad6ff2,adsb_icao,N965NN,B738,36000,354.4,,2162,39.551376,-81.590026,8,186,0.0,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65012037,0.0,-13.4,AAL2695 ,none,A3,298.66,0.0,35725.0,1013.6,36000.0,298.83,1.0,1.0,,
293,1669857029.492,a23a02,adsb_icao,N24211,B738,34000,354.7,,0512,39.258666,-81.408752,8,186,0.151,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57219281,0.0,-6.6,UAL1598 ,none,A3,297.72,64.0,33775.0,1013.6,34016.0,298.12,1.0,2.0,,
294,1669857029.492,ab5f87,adsb_icao,N8318F,B738,33000,336.0,,5622,39.006074,-78.942688,8,186,0.28300000000000003,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45072845,0.0,-15.3,SWA2876 ,none,A3,274.44,64.0,33000.0,1013.6,32992.0,279.84,1.0,2.0,,
295,1669857059.492,ad6ff2,adsb_icao,N965NN,B738,36000,354.8,,2162,39.574814,-81.645495,8,186,0.11,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65012310,0.0,-10.5,AAL2695 ,none,A3,298.44,0.0,35725.0,1013.6,36000.0,298.83,1.0,1.0,,
296,1669857059.492,a23a02,adsb_icao,N24211,B738,34000,356.5,,0512,39.281709,-81.465088,8,186,0.0,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57219540,0.0,-7.9,UAL1598 ,none,A3,297.93,0.0,33750.0,1013.6,34016.0,298.12,1.0,2.0,,
297,1669857059.492,ab5f87,adsb_icao,N8318F,B738,33000,334.9,,5622,39.009567,-79.002447,8,186,0.097,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45073084,0.1,-11.3,SWA2876 ,none,A3,274.28,0.0,33025.0,1013.6,32992.0,279.84,1.0,2.0,,
298,1669857089.492,ad6ff2,adsb_icao,N965NN,B738,36000,355.3,,2162,39.598311,-81.701416,8,186,0.183,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65012577,0.0,-9.8,AAL2695 ,none,A3,298.58,0.0,35725.0,1013.6,36000.0,298.83,1.0,1.0,,
299,1669857089.492,a23a02,adsb_icao,N24211,B738,34000,357.8,,0512,39.304596,-81.521122,8,186,0.183,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57219790,0.0,-9.6,UAL1598 ,none,A3,297.64,0.0,33750.0,1013.6,34016.0,298.12,1.0,2.0,,
300,1669857089.492,ab5f87,adsb_icao,N8318F,B738,33000,331.9,,5622,39.013056,-79.061829,8,186,0.0,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45073337,0.0,-8.1,SWA2876 ,none,A3,274.32,-64.0,33025.0,1013.6,32992.0,279.84,1.0,2.0,,
301,1669857119.492,ad6ff2,adsb_icao,N965NN,B738,36000,354.8,,2162,39.621872,-81.757806,8,186,0.0,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65012842,0.0,-7.4,AAL2695 ,none,A3,298.44,0.0,35725.0,1013.6,36000.0,298.83,1.0,1.0,,
302,1669857119.492,a23a02,adsb_icao,N24211,B738,34000,359.2,,0512,39.32761,-81.577759,8,186,0.259,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57220050,0.0,-8.2,UAL1598 ,none,A3,297.71,0.0,33750.0,1013.6,34016.0,298.12,1.0,2.0,,
303,1669857119.492,ab5f87,adsb_icao,N8318F,B738,33000,325.9,,5622,39.016455,-79.120056,8,186,0.0,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45073583,0.0,-9.5,SWA2876 ,none,A3,274.22,0.0,33025.0,1013.6,32992.0,279.84,1.0,2.0,,
