,now,hex,type,r,t,alt_baro,gs,true_heading,squawk,lat,lon,nic,rc,seen_pos,version,nac_p,nac_v,sil,sil_type,sda,alert,spi,mlat,tisb,messages,seen,rssi,flight,emergency,category,track,baro_rate,alt_geom,nav_qnh,nav_altitude_mcp,nav_heading,nic_baro,gva,nav_modes,nav_altitude_fms
422,1669858319.492,a23a02,adsb_icao,N24211,B738,34000,347.5,,0512,40.196368,-83.799279,8,186,0.025,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57230750,0.0,-8.5,UAL1598 ,none,A3,296.12,0.0,33525.0,1013.6,34016.0,298.12,1.0,2.0,,
423,1669858319.492,ab5f87,adsb_icao,N8318F,B738,40000,367.1,,5622,39.183014,-81.668423,8,186,0.146,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45083770,0.1,-11.6,SWA2876 ,none,A3,274.37,0.0,40025.0,1013.6,40000.0,279.84,1.0,2.0,,
424,1669858349.492,ad6ff2,adsb_icao,N965NN,B738,34000,323.8,,2162,40.546022,-84.048968,8,186,0.18,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65023890,0.0,-7.9,AAL2695 ,none,A3,296.8,0.0,33400.0,1013.6,34016.0,298.12,1.0,2.0,,
425,1669858349.492,a23a02,adsb_icao,N24211,B738,34000,348.8,,0512,40.217606,-83.855835,8,186,0.01,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57231023,0.0,-10.1,UAL1598 ,none,A3,296.2,0.0,33525.0,1013.6,34016.0,298.12,1.0,2.0,,
426,1669858349.492,ab5f87,adsb_icao,N8318F,B738,40000,367.1,,5622,39.186789,-81.733459,8,186,0.212,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45084022,0.0,-13.1,SWA2876 ,none,A3,274.37,0.0,40025.0,1013.6,40000.0,279.84,1.0,2.0,,
427,1669858379.492,ad6ff2,adsb_icao,N965NN,B738,34000,323.8,,2162,40.566039,-84.101528,8,186,0.381,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65024159,0.1,-9.5,AAL2695 ,none,A3,296.41,64.0,33375.0,1013.6,34016.0,298.12,1.0,2.0,,
428,1669858379.492,a23a02,adsb_icao,N24211,B738,34000,348.4,,0512,40.238823,-83.912263,8,186,0.075,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57231287,0.0,-8.8,UAL1598 ,none,A3,296.05,0.0,33500.0,1013.6,34016.0,298.12,1.0,2.0,,
429,1669858379.492,ab5f87,adsb_icao,N8318F,B738,40000,367.1,,5622,39.190659,-81.798766,8,186,0.217,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45084281,0.2,-10.5,SWA2876 ,none,A3,274.37,0.0,40000.0,1013.6,40000.0,279.84,1.0,2.0,,
430,1669858409.492,ad6ff2,adsb_icao,N965NN,B738,34000,325.1,,2162,40.586382,-84.154774,8,186,0.084,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65024433,0.0,-7.3,AAL2695 ,none,A3,296.88,0.0,33375.0,1013.6,34016.0,298.12,1.0,2.0,,
431,1669858409.492,a23a02,adsb_icao,N24211,B738,34000,346.6,,0512,40.260098,-83.968818,8,186,0.191,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57231559,0.1,-8.5,UAL1598 ,none,A3,296.2,0.0,33500.0,1013.6,34016.0,298.12,1.0,2.0,,
432,1669858409.492,ab5f87,adsb_icao,N8318F,B738,40000,367.1,,5622,39.194504,-81.863609,8,186,0.41000000000000003,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45084541,0.0,-14.9,SWA2876 ,none,A3,274.37,0.0,40025.0,1013.6,40000.0,279.84,1.0,2.0,,
433,1669858439.492,ad6ff2,adsb_icao,N965NN,B738,34000,326.9,,2162,40.607005,-84.207833,8,186,0.012,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65024695,0.0,-16.7,AAL2695 ,none,A3,297.11,0.0,33375.0,1013.6,34016.0,298.12,1.0,2.0,,
434,1669858439.492,a23a02,adsb_icao,N24211,B738,34000,346.8,,0512,40.281279,-84.024374,8,186,0.447,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57231845,0.0,-7.7,UAL1598 ,none,A3,298.41,0.0,33500.0,1013.6,34016.0,298.12,1.0,2.0,,
435,1669858439.492,ab5f87,adsb_icao,N8318F,B738,40000,367.0,,5622,39.198288,-81.929199,8,186,0.311,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45084792,0.0,-9.6,SWA2876 ,none,A3,274.22,0.0,40000.0,1013.6,40000.0,279.84,1.0,2.0,,
436,1669858469.492,ad6ff2,adsb_icao,N965NN,B738,34000,326.5,,2162,40.627441,-84.260315,8,186,0.291,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65024957,0.1,-8.4,AAL2695 ,none,A3,296.96,0.0,33375.0,1013.6,34016.0,298.12,1.0,2.0,,
437,1669858469.492,a23a02,adsb_icao,N24211,B738,34000,352.8,,0512,40.309164,-84.077058,8,186,0.077,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57232116,0.0,-9.3,UAL1598 ,none,A3,308.79,0.0,33500.0,1013.6,34016.0,305.16,1.0,2.0,,
438,1669858469.492,ab5f87,adsb_icao,N8318F,B738,40000,367.0,,5622,39.202012,-81.994385,8,186,0.359,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45085038,0.0,-9.9,SWA2876 ,none,A3,274.22,0.0,40000.0,1013.6,40000.0,279.84,1.0,2.0,,
439,1669858499.492,ad6ff2,adsb_icao,N965NN,B738,34000,326.9,,2162,40.647785,-84.313202,8,186,0.374,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65025218,0.0,-12.6,AAL2695 ,none,A3,296.72,0.0,33375.0,1013.6,34016.0,298.12,1.0,2.0,,
440,1669858499.492,a23a02,adsb_icao,N24211,B738,34000,350.1,,0512,40.339188,-84.126343,8,186,0.47600000000000003,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57232386,0.2,-11.5,UAL1598 ,none,A3,308.51,0.0,33475.0,1013.6,34016.0,305.16,1.0,2.0,,
441,1669858499.492,ab5f87,adsb_icao,N8318F,B738,40000,367.0,,5622,39.205811,-82.060228,8,186,0.075,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45085290,0.0,-10.0,SWA2876 ,none,A3,274.22,0.0,40000.0,1013.6,40000.0,279.84,1.0,2.0,,
442,1669858529.492,ad6ff2,adsb_icao,N965NN,B738,34000,324.2,,2162,40.667999,-84.366638,8,186,0.128,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65025491,0.0,-13.9,AAL2695 ,none,A3,296.17,0.0,33375.0,1013.6,34016.0,296.72,1.0,2.0,,
443,1669858529.492,a23a02,adsb_icao,N24211,B738,34000,348.7,,0512,40.369775,-84.176497,8,186,0.0,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57232649,0.0,-10.7,UAL1598 ,none,A3,308.48,0.0,33475.0,1013.6,34016.0,305.16,1.0,2.0,,
444,1669858529.492,ab5f87,adsb_icao,N8318F,B738,40000,367.0,,5622,39.209473,-82.124773,8,186,0.422,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45085569,0.0,-8.1,SWA2876 ,none,A3,274.22,0.0,40000.0,1013.6,40000.0,279.84,1.0,2.0,,
445,1669858559.492,ad6ff2,adsb_icao,N965NN,B738,34000,323.8,,2162,40.687958,-84.419556,8,186,0.17300000000000001,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65025767,0.0,-12.7,AAL2695 ,none,A3,296.8,0.0,33375.0,1013.6,34016.0,296.72,1.0,2.0,,
446,1669858559.492,a23a02,adsb_icao,N24211,B738,34000,346.6,,0512,40.399658,-84.225525,8,186,0.23900000000000002,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57232921,0.1,-9.9,UAL1598 ,none,A3,308.56,0.0,33450.0,1013.6,34016.0,305.16,1.0,2.0,,
447,1669858559.492,ab5f87,adsb_icao,N8318F,B738,40000,364.9,,5622,39.213138,-82.190186,8,186,0.281,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45085827,0.0,-15.4,SWA2876 ,none,A3,274.09,0.0,40000.0,1013.6,40000.0,279.84,1.0,2.0,,
448,1669858589.492,ad6ff2,adsb_icao,N965NN,B738,34000,323.4,,2162,40.708649,-84.472229,8,186,0.041,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65026036,0.0,-10.1,AAL2695 ,none,A3,297.44,0.0,33375.0,1013.6,34016.0,296.72,1.0,2.0,,
449,1669858589.492,a23a02,adsb_icao,N24211,B738,34000,345.3,,0512,40.429501,-84.274687,8,186,0.19,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57233188,0.2,-8.3,UAL1598 ,none,A3,308.3,64.0,33450.0,1013.6,34016.0,305.16,1.0,2.0,,
450,1669858589.492,ab5f87,adsb_icao,N8318F,B738,40000,364.9,,5622,39.216722,-82.255554,8,186,0.031,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45086099,0.0,-13.5,SWA2876 ,none,A3,274.09,0.0,40000.0,1013.6,40000.0,279.84,1.0,2.0,,
451,1669858619.492,ad6ff2,adsb_icao,N965NN,B738,34000,321.1,,2162,40.728553,-84.523628,8,186,0.418,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65026305,0.0,-8.5,AAL2695 ,none,A3,296.64,0.0,33375.0,1013.6,34016.0,296.72,1.0,2.0,,
452,1669858619.492,a23a02,adsb_icao,N24211,B738,34000,343.7,,0512,40.459248,-84.323814,8,186,0.162,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57233454,0.0,-11.3,UAL1598 ,none,A3,308.5,0.0,33450.0,1013.6,34016.0,305.16,1.0,2.0,,
453,1669858619.492,ab5f87,adsb_icao,N8318F,B738,40000,363.9,,5622,39.220276,-82.31996,8,186,0.259,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45086357,0.0,-9.8,SWA2876 ,none,A3,274.1,0.0,40000.0,1013.6,40000.0,279.84,1.0,2.0,,
454,1669858649.492,ad6ff2,adsb_icao,N965NN,B738,34000,319.3,,2162,40.74857,-84.576437,8,186,0.115,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65026576,0.1,-8.4,AAL2695 ,none,A3,296.4,0.0,33375.0,1013.6,34016.0,296.72,1.0,2.0,,34016.0
455,1669858649.492,a23a02,adsb_icao,N24211,B738,34000,343.6,,0512,40.488902,-84.372378,8,186,0.308,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57233736,0.0,-12.0,UAL1598 ,none,A3,308.74,0.0,33450.0,1013.6,34016.0,305.16,1.0,2.0,,
456,1669858649.492,ab5f87,adsb_icao,N8318F,B738,40000,363.9,,5622,39.223798,-82.384827,8,186,0.17300000000000001,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45086639,0.0,-8.3,SWA2876 ,none,A3,273.94,0.0,40000.0,1013.6,40000.0,279.84,1.0,2.0,,
457,1669858679.492,ad6ff2,adsb_icao,N965NN,B738,34000,320.2,,2162,40.76825,-84.628418,8,186,0.195,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65026837,0.0,-9.3,AAL2695 ,none,A3,296.32,0.0,33350.0,1013.6,34016.0,296.72,1.0,2.0,,34016.0
458,1669858679.492,a23a02,adsb_icao,N24211,B738,34000,343.0,,0512,40.518975,-84.421505,8,186,0.0,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57233999,0.0,-12.7,UAL1598 ,none,A3,308.61,0.0,33425.0,1013.6,34016.0,305.16,1.0,2.0,,
459,1669858679.492,ab5f87,adsb_icao,N8318F,B738,40000,362.9,,5622,39.227188,-82.449347,8,186,0.23700000000000002,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45086894,0.0,-9.7,SWA2876 ,none,A3,273.95,0.0,40000.0,1013.6,40000.0,279.84,1.0,2.0,,
460,1669858709.492,ad6ff2,adsb_icao,N965NN,B738,34000,321.5,,2162,40.788025,-84.680603,8,186,0.40900000000000003,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65027095,0.2,-5.9,AAL2695 ,none,A3,296.41,0.0,33350.0,1013.6,34016.0,296.72,1.0,2.0,,
461,1669858709.492,a23a02,adsb_icao,N24211,B738,34000,343.7,,0512,40.548157,-84.469543,8,186,0.368,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57234267,0.2,-16.2,UAL1598 ,none,A3,308.5,0.0,33425.0,1013.6,34016.0,305.16,1.0,2.0,,
462,1669858709.492,ab5f87,adsb_icao,N8318F,B738,40000,362.9,,5622,39.230621,-82.513653,8,186,0.368,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45087161,0.1,-5.4,SWA2876 ,none,A3,273.95,0.0,40000.0,1013.6,40000.0,279.84,1.0,2.0,,
463,1669858739.492,ad6ff2,adsb_icao,N965NN,B738,34000,322.9,,2162,40.807983,-84.733521,8,186,0.184,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65027369,0.1,-9.9,AAL2695 ,none,A3,296.49,0.0,33350.0,1013.6,34016.0,296.72,1.0,2.0,,
464,1669858739.492,a23a02,adsb_icao,N24211,B738,34000,343.7,,0512,40.578143,-84.518883,8,186,0.14100000000000001,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57234528,0.1,-14.1,UAL1598 ,none,A3,308.5,0.0,33425.0,1013.6,34016.0,305.16,1.0,2.0,,
465,1669858739.492,ab5f87,adsb_icao,N8318F,B738,40000,363.8,,5622,39.234086,-82.578857,8,186,0.098,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45087434,0.1,-9.4,SWA2876 ,none,A3,273.78,0.0,40000.0,1013.6,40000.0,279.84,1.0,2.0,,
466,1669858769.493,ad6ff2,adsb_icao,N965NN,B738,34000,324.2,,2162,40.828033,-84.786316,8,186,0.224,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65027641,0.0,-5.6,AAL2695 ,none,A3,296.57,0.0,33350.0,1013.6,34016.0,296.72,1.0,2.0,,
467,1669858769.493,a23a02,adsb_icao,N24211,B738,34000,343.0,,0512,40.607936,-84.567823,8,186,0.0,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57234791,0.0,-8.3,UAL1598 ,none,A3,308.61,0.0,33425.0,1013.6,34016.0,305.16,1.0,2.0,,
468,1669858769.493,ab5f87,adsb_icao,N8318F,B738,40000,363.8,,5622,39.237442,-82.64328,8,186,0.296,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45087714,0.1,-11.5,SWA2876 ,none,A3,273.78,0.0,40000.0,1013.6,40000.0,279.84,1.0,2.0,,
469,1669858799.493,ad6ff2,adsb_icao,N965NN,B738,34000,321.4,,2162,40.845657,-84.840576,8,186,0.093,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65027900,0.0,-8.0,AAL2695 ,none,A3,291.54,0.0,33350.0,1013.6,34016.0,296.72,1.0,2.0,,
470,1669858799.493,a23a02,adsb_icao,N24211,B738,34000,341.6,,0512,40.637217,-84.616075,8,186,0.332,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57235041,0.1,-16.1,UAL1598 ,none,A3,308.58,0.0,33425.0,1013.6,34016.0,305.16,1.0,2.0,,
471,1669858799.493,ab5f87,adsb_icao,N8318F,B738,40000,364.8,,5622,39.240784,-82.708183,8,186,0.246,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45087981,0.0,-10.9,SWA2876 ,none,A3,273.77,0.0,40000.0,1013.6,40000.0,279.84,1.0,2.0,,
472,1669858829.492,ad6ff2,adsb_icao,N965NN,B738,33950,320.9,,2162,40.861908,-84.894714,8,186,0.317,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65028164,0.1,-7.5,AAL2695 ,none,A3,291.77,-896.0,33325.0,1013.6,24000.0,296.72,1.0,2.0,,
473,1669858829.492,a23a02,adsb_icao,N24211,B738,34000,341.1,,0512,40.666763,-84.665161,8,186,0.054,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57235303,0.0,-12.2,UAL1598 ,none,A3,308.21,0.0,33425.0,1013.6,34016.0,305.16,1.0,2.0,,
474,1669858829.492,ab5f87,adsb_icao,N8318F,B738,40000,364.8,,5622,39.24408,-82.772728,8,186,0.309,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45088247,0.0,-14.9,SWA2876 ,none,A3,273.77,0.0,39975.0,1013.6,40000.0,279.84,1.0,2.0,,
475,1669858859.492,ad6ff2,adsb_icao,N965NN,B738,33450,324.0,,2162,40.878616,-84.950195,8,186,0.0,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65028422,0.0,-6.6,AAL2695 ,none,A3,291.74,-960.0,32800.0,1013.6,24000.0,296.72,1.0,2.0,,
476,1669858859.492,a23a02,adsb_icao,N24211,B738,34000,341.3,,0512,40.695831,-84.713989,8,186,0.22,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57235565,0.1,-12.2,UAL1598 ,none,A3,307.98,0.0,33400.0,1013.6,34016.0,305.16,1.0,2.0,,
477,1669858859.492,ab5f87,adsb_icao,N8318F,B738,40000,364.8,,5622,39.247447,-82.838318,8,186,0.022,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45088511,0.0,-6.6,SWA2876 ,none,A3,273.77,0.0,39975.0,1013.6,40000.0,279.84,1.0,2.0,,
478,1669858889.492,ad6ff2,adsb_icao,N965NN,B738,32975,324.0,,2162,40.89521,-85.004716,8,186,0.18,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65028676,0.0,-11.9,AAL2695 ,none,A3,291.74,-896.0,32325.0,1013.6,24000.0,296.72,1.0,2.0,,
479,1669858889.492,a23a02,adsb_icao,N24211,B738,34000,343.9,,0512,40.725248,-84.763204,8,186,0.18,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57235823,0.0,-10.3,UAL1598 ,none,A3,308.27,0.0,33400.0,1013.6,34016.0,305.16,1.0,2.0,,
480,1669858889.492,ab5f87,adsb_icao,N8318F,B738,40000,363.7,,5622,39.250626,-82.902892,8,186,0.201,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45088781,0.1,-15.7,SWA2876 ,none,A3,273.63,0.0,39975.0,1013.6,40000.0,279.84,1.0,2.0,,
481,1669858919.492,ad6ff2,adsb_icao,N965NN,B738,32500,328.1,,2162,40.911713,-85.059753,8,186,0.259,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65028947,0.2,-10.1,AAL2695 ,none,A3,291.64,-896.0,31825.0,1013.6,24000.0,296.72,1.0,2.0,,
482,1669858919.492,a23a02,adsb_icao,N24211,B738,34000,345.3,,0512,40.754883,-84.812561,8,186,0.099,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57236090,0.0,-8.5,UAL1598 ,none,A3,308.3,-64.0,33400.0,1013.6,34016.0,305.16,1.0,2.0,,
483,1669858919.492,ab5f87,adsb_icao,N8318F,B738,40000,363.7,,5622,39.253778,-82.967285,8,186,0.356,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45089042,0.1,-7.2,SWA2876 ,none,A3,273.63,0.0,39975.0,1013.6,40000.0,279.84,1.0,2.0,,
484,1669858949.492,ad6ff2,adsb_icao,N965NN,B738,32025,332.4,,2162,40.928169,-85.115891,8,186,0.493,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65029218,0.2,-10.7,AAL2695 ,none,A3,291.16,-960.0,31350.0,1013.6,24000.0,295.31,1.0,2.0,,
485,1669858949.492,a23a02,adsb_icao,N24211,B738,34000,344.0,,0512,40.784416,-84.861644,8,186,0.28600000000000003,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57236346,0.1,-10.2,UAL1598 ,none,A3,306.37,0.0,33400.0,1013.6,34016.0,305.16,1.0,2.0,,
486,1669858949.492,ab5f87,adsb_icao,N8318F,B738,40000,362.7,,5622,39.256897,-83.031623,8,186,0.498,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45089313,0.2,-12.3,SWA2876 ,none,A3,273.64,0.0,39975.0,1013.6,40000.0,279.84,1.0,2.0,,
487,1669858979.493,ad6ff2,adsb_icao,N965NN,B738,31525,332.4,,2162,40.945175,-85.172729,8,186,0.488,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65029483,0.0,-9.1,AAL2695 ,none,A3,292.09,-1024.0,30850.0,1013.6,24000.0,295.31,1.0,2.0,,
488,1669858979.493,a23a02,adsb_icao,N24211,B738,34000,335.6,,0512,40.807251,-84.915894,8,186,0.082,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57236602,0.0,-7.1,UAL1598 ,none,A3,292.97,0.0,33400.0,1013.6,34016.0,305.16,1.0,2.0,,
489,1669858979.493,ab5f87,adsb_icao,N8318F,B738,40000,361.7,,5622,39.260063,-83.097046,8,186,0.091,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45089579,0.1,-13.3,SWA2876 ,none,A3,273.49,0.0,39975.0,1013.6,40000.0,279.84,1.0,2.0,,
490,1669859009.493,ad6ff2,adsb_icao,N965NN,B738,31050,333.9,,2162,40.962479,-85.229248,8,186,0.382,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65029742,0.1,-8.6,AAL2695 ,none,A3,291.8,-960.0,30375.0,1013.6,24000.0,295.31,1.0,2.0,,
491,1669859009.493,a23a02,adsb_icao,N24211,B738,34000,336.8,,0512,40.825568,-84.971633,8,186,0.466,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57236865,0.1,-6.3,UAL1598 ,none,A3,293.44,0.0,33400.0,1013.6,34016.0,305.16,1.0,2.0,,
492,1669859009.493,ab5f87,adsb_icao,N8318F,B738,40000,361.7,,5622,39.263088,-83.161682,8,186,0.0,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45089844,0.0,-9.1,SWA2876 ,none,A3,273.49,0.0,39975.0,1013.6,40000.0,279.84,1.0,2.0,,
493,1669859039.492,ad6ff2,adsb_icao,N965NN,B738,30550,331.5,,2162,40.979423,-85.286865,8,186,0.0,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65030007,0.0,-9.9,AAL2695 ,none,A3,291.22,-960.0,29850.0,1013.6,24000.0,295.31,1.0,2.0,,
494,1669859039.492,a23a02,adsb_icao,N24211,B738,34000,337.3,,0512,40.84433,-85.028931,8,186,0.03,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57237140,0.0,-13.5,UAL1598 ,none,A3,293.22,0.0,33400.0,1013.6,34016.0,295.31,1.0,2.0,,
495,1669859039.492,ab5f87,adsb_icao,N8318F,B738,40000,361.6,,5622,39.266068,-83.226257,8,186,0.0,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45090098,0.0,-5.5,SWA2876 ,none,A3,273.33,0.0,39975.0,1013.6,40000.0,279.84,1.0,2.0,,
496,1669859069.492,ad6ff2,adsb_icao,N965NN,B738,30050,330.9,,2162,40.995809,-85.342671,8,186,0.279,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65030285,0.1,-6.2,AAL2695 ,none,A3,291.45,-1024.0,29350.0,1013.6,24000.0,295.31,1.0,2.0,,
497,1669859069.492,a23a02,adsb_icao,N24211,B738,34000,336.4,,0512,40.862686,-85.0849,8,186,0.343,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57237403,0.1,-7.4,UAL1598 ,none,A3,293.29,0.0,33400.0,1013.6,24000.0,295.31,1.0,2.0,,
498,1669859069.492,ab5f87,adsb_icao,N8318F,B738,40000,361.7,,5622,39.269073,-83.289921,8,186,0.271,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45090360,0.1,-14.8,SWA2876 ,none,A3,273.49,0.0,39975.0,1013.6,40000.0,279.84,1.0,2.0,,
499,1669859099.492,ad6ff2,adsb_icao,N965NN,B738,29575,331.3,,2162,41.012987,-85.399725,8,186,0.08600000000000001,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65030560,0.1,-6.4,AAL2695 ,none,A3,291.61,-960.0,28875.0,1013.6,24000.0,295.31,1.0,2.0,,
500,1669859099.492,a23a02,adsb_icao,N24211,B738,34000,335.5,,0512,40.881011,-85.140984,8,186,0.56,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57237666,0.30000000000000004,-11.8,UAL1598 ,none,A3,293.36,-64.0,33400.0,1013.6,24000.0,295.31,1.0,2.0,,
501,1669859099.492,ab5f87,adsb_icao,N8318F,B738,40000,360.6,,5622,39.272073,-83.354614,8,186,0.066,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45090634,0.0,-8.7,SWA2876 ,none,A3,273.34,0.0,39975.0,1013.6,40000.0,279.84,1.0,2.0,,
502,1669859129.492,ad6ff2,adsb_icao,N965NN,B738,29100,333.3,,2162,41.029587,-85.456055,8,186,0.11,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65030817,0.0,-5.7,AAL2695 ,none,A3,291.1,-960.0,28400.0,1013.6,24000.0,295.31,1.0,2.0,,
503,1669859129.492,a23a02,adsb_icao,N24211,B738,33550,333.3,,0512,40.899628,-85.197754,8,186,0.196,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57237945,0.0,-9.2,UAL1598 ,none,A3,293.33,-1024.0,32950.0,1013.6,24000.0,295.31,1.0,2.0,,
504,1669859129.492,ab5f87,adsb_icao,N8318F,B738,40000,360.6,,5622,39.274959,-83.418457,8,186,0.272,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45090916,0.1,-12.6,SWA2876 ,none,A3,273.34,0.0,39975.0,1013.6,40000.0,279.84,1.0,2.0,,
505,1669859159.492,ad6ff2,adsb_icao,N965NN,B738,28625,338.2,,2162,41.046387,-85.513245,8,186,0.28,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65031084,0.0,-4.3,AAL2695 ,none,A3,291.33,-896.0,27925.0,1013.6,24000.0,295.31,1.0,2.0,,
506,1669859159.492,a23a02,adsb_icao,N24211,B738,33050,335.1,,0512,40.917984,-85.253906,8,186,0.074,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],57238200,0.0,-6.1,UAL1598 ,none,A3,293.2,-960.0,32425.0,1013.6,24000.0,295.31,1.0,2.0,,
507,1669859159.492,ab5f87,adsb_icao,N8318F,B738,40000,361.6,,5622,39.277771,-83.482898,8,186,0.248,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],45091179,0.0,-6.7,SWA2876 ,none,A3,273.17,0.0,39975.0,1013.6,40000.0,279.84,1.0,2.0,,
508,1669859189.492,ad6ff2,adsb_icao,N965NN,B738,28150,342.5,,2162,41.063553,-85.572266,8,186,0.007,2,9.0,1.0,3.0,perhour,2.0,0.0,0.0,[],[],65031353,0.0,-8.4,AAL2695 ,none,A3,290.87,-1024.0,27450.0,1013.6,24000.0,295.31,1.0,2.0,,
