iri,source,version,citation,classification,name,description,aliases,superclassIris,defaultIfc,defaultSymbolIdCode
"https://foundry.ai.mil/NIEM/v5.2/AngleDegreesTrueGridMagneticRelativeSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angle Degrees True Grid Magnetic Relative Simple","A data type for an angle in degrees, and an indication as to whether the angle is relative or is measured with respect to true, magnetic, or grid north.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngleDegreesTrueGridMagneticRelativeType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angle Degrees True Grid Magnetic Relative","A data type for an angle in degrees, and an indication as to whether the angle is relative or is measured with respect to true, magnetic, or grid north.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngleDegreesTrueMagneticRelativeSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angle Degrees True Magnetic Relative Simple","A data type for an angle in degrees with respect to north.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngleDegreesTrueMagneticRelativeType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angle Degrees True Magnetic Relative","A data type for an angle in degrees with respect to north.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngleDegreesTrueMagneticType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angle Degrees True Magnetic","A data type for an angle in degrees, and an indicator as to whether the angle is measured with respect to true north or magnetic north.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngleDegreesTrueSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angle Degrees True Simple","A data type for an angle in degrees and the angular measurement reference to true north.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngleDegreesTrueType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angle Degrees True","A data type for an angle in degrees and the angular measurement reference to true north.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngleDegreesType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angle Degrees","A data type for the measured angle and unit of measurement to an object in degrees.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngleExpansionCodeSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angle Expansion Code Simple","A data type for an indicator of the size of the angle between the radical lines of a nuclear prediction fallout pattern.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngleExpansionCodeType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angle Expansion Code","A data type for an indicator of the size of the angle between the radical lines of a nuclear prediction fallout pattern.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngleMeasureType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angle Measure","A data type for a measure of an angular value.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngleMeasurementReferenceGridMagneticTrueCodeSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angle Measurement Reference Grid Magnetic True Code Simple","A data type for the reference for measurement of an angle to grid, magnetic, or true north.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngleMeasurementReferenceGridMagneticTrueCodeType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angle Measurement Reference Grid Magnetic True Code","A data type for the reference for measurement of an angle to grid, magnetic, or true north.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngleMilsMeasureType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angle Mils Measure","A data type for an angular measurement expressed in mils.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngleUnitCodeSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angle Unit Code Simple","A data type for a unit code for an azimuth value.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngleUnitCodeType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angle Unit Code","A data type for a unit code for an azimuth value.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngleUnitDegreesCodeSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angle Unit Degrees Code Simple","A data type for the dimension of angular measurement in degrees.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngleUnitDegreesCodeType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angle Unit Degrees Code","A data type for the dimension of angular measurement in degrees.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngleUnitMilsCodeSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angle Unit Mils Code Simple","A data type for the dimension of angular measurement in mils.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngleUnitMilsCodeType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angle Unit Mils Code","A data type for the dimension of angular measurement in mils.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngularMeasureAugmentationType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angular Measure Augmentation","A data type for additional information about an angular measure.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngularMeasureType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angular Measure","A data type for the measurement of an angle.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngularMeasurementDegreesSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angular Measurement Degrees Simple","A data type for an angular measurement expressed in degrees.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngularMeasurementDegreesType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angular Measurement Degrees","A data type for an angular measurement expressed in degrees.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngularMeasurementMilsSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angular Measurement Mils Simple","A data type for an angular measurement expressed in mils.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngularMeasurementMilsType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angular Measurement Mils","A data type for an angular measurement expressed in mils.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngularMeasurementReferenceCodeSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angular Measurement Reference Code Simple","A data type for the reference for measurement of an angle.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngularMeasurementReferenceCodeType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angular Measurement Reference Code","A data type for the reference for measurement of an angle.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngularMeasurementReferenceMagneticCodeSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angular Measurement Reference Magnetic Code Simple","A data type for the reference for measurement of an angle with respect to magnetic north.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngularMeasurementReferenceMagneticCodeType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angular Measurement Reference Magnetic Code","A data type for the reference for measurement of an angle with respect to magnetic north.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngularMeasurementReferenceMagneticTrueCodeSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angular Measurement Reference Magnetic True Code Simple","A data type for the reference for measurement of an angle to magnetic or true north.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngularMeasurementReferenceMagneticTrueCodeType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angular Measurement Reference Magnetic True Code","A data type for the reference for measurement of an angle to magnetic or true north.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngularMeasurementReferenceRelativeCodeSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angular Measurement Reference Relative Code Simple","A data type for the reference for measurement of an angle which is relative.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngularMeasurementReferenceRelativeCodeType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angular Measurement Reference Relative Code","A data type for the reference for measurement of an angle which is relative.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngularMeasurementReferenceTrueCodeSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angular Measurement Reference True Code Simple","A data type for the reference for measurement of an angle with respect to true north.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngularMeasurementReferenceTrueCodeType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angular Measurement Reference True Code","A data type for the reference for measurement of an angle with respect to true north.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngularMinuteSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angular Minute Simple","A data type for a minute of a degree, with a restricted range of 0 (inclusive) to 60 (exclusive).",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngularMinuteType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angular Minute","A data type for a minute of a degree, with a restricted range of 0 (inclusive) to 60 (exclusive).",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngularRateMeasureType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angular Rate Measure","A data type for a measure of the angular rate of change.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngularSecondSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angular Second Simple","A data type for a second of a minute, with a restricted range of 0 (inclusive) to 60 (exclusive).",,,,
"https://foundry.ai.mil/NIEM/v5.2/AngularSecondType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Angular Second","A data type for a second of a minute, with a restricted range of 0 (inclusive) to 60 (exclusive).",,,,
"https://foundry.ai.mil/NIEM/v5.2/AnnexNameSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Annex Name Simple","A data type for a name of the annexes cited.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AnnexNameType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Annex Name","A data type for a name of the annexes cited.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AnnotationNumberType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Annotation Number","A data type for the listing of things or items in a specific order for the purpose of reporting.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AnomalyType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,Anomaly,"A data type for an out-of-the-ordinary occurrence.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AntennaCodeSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Antenna Code Simple","A data type for a description of the type of antenna.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AntennaCodeType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Antenna Code","A data type for a description of the type of antenna.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AntennaGainSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Antenna Gain Simple","A data type for a gain of the antenna in decibels.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AntennaGainType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Antenna Gain","A data type for a gain of the antenna in decibels.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AntennaPolarizationCodeSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Antenna Polarization Code Simple","A data type for the direction of the electric field vector in a polarized radio wave as radiated from a transmitting antenna.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AntennaPolarizationCodeType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Antenna Polarization Code","A data type for the direction of the electric field vector in a polarized radio wave as radiated from a transmitting antenna.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AntiSpoofingPolicyNameSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Anti Spoofing Policy Name Simple","A data type for a policy in force and/or reference to the publication in the anti-jam policy name.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AntiSpoofingPolicyNameType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Anti Spoofing Policy Name","A data type for a policy in force and/or reference to the publication in the anti-jam policy name.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AntiairWarfareFunctionalActivityCodeSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Antiair Warfare Functional Activity Code Simple","A data type for the Antiair Warfare functional activity code.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AntiairWarfareFunctionalActivityCodeType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Antiair Warfare Functional Activity Code","A data type for the Antiair Warfare functional activity code.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AnticipatedNotOperationallyReadyCodeSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Anticipated Not Operationally Ready Code Simple","A data type for an indicator used to identify anticipated not operational supply required delivery date.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AnticipatedNotOperationallyReadyCodeType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Anticipated Not Operationally Ready Code","A data type for an indicator used to identify anticipated not operational supply required delivery date.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AnticipatedNotOperationallyReadySupplyRequiredDeliveryDateType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Anticipated Not Operationally Ready Supply Required Delivery Date","A data type for the required delivery date (RDD) expressed in number of days from the requisition for anticipated not operationally ready supplies.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AntijamPolicyNameSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Antijam Policy Name Simple","A data type for a reference document which governs the anti-jam policy.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AntijamPolicyNameType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Antijam Policy Name","A data type for a reference document which governs the anti-jam policy.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AppealType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,Appeal,"A data type for a process of seeking review of actions or decisions already executed.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AppearanceGroupCodeSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Appearance Group Code Simple","A data type for the classification of surface vessels based upon superstructure construction, length, and location.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AppearanceGroupCodeType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Appearance Group Code","A data type for the classification of surface vessels based upon superstructure construction, length, and location.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AppellateCaseDecisionActionType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Appellate Case Decision Action","A data type for an action determined as a apart of the appeal decision.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AppellateCaseDecisionType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Appellate Case Decision","A data type for a statement by a judge or court of a decision reached in regard to an appeal.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AppellateCaseNoticeType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Appellate Case Notice","A data type for a request filed with an appellate court to start an appellate case.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AppellateCaseType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Appellate Case","A data type for a single case heard by a court to determine if the original case was tried properly and the defendant received a fair trial.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AppendixNumberSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Appendix Number Simple","A data type for a number assigned to an appendix of a basic plan or order.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AppendixNumberType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Appendix Number","A data type for a number assigned to an appendix of a basic plan or order.",,,,
"https://foundry.ai.mil/NIEM/v5.2/ApplicabilityDateType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Applicability Date","A data type for the month and year of applicability of information.",,,,
"https://foundry.ai.mil/NIEM/v5.2/ApplicantCategoryCodeSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Applicant Category Code Simple","A data type code to specify the Applicant Type(Gov entity or Private Non-Profit etc.)",,,,
"https://foundry.ai.mil/NIEM/v5.2/ApplicantCategoryCodeType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Applicant Category Code","A data type code to specify the Applicant Type(Gov entity or Private Non-Profit etc.).",,,,
"https://foundry.ai.mil/NIEM/v5.2/ApplicationOrServiceCodeSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Application Or Service Code Simple","A data type for the types of applications and services.",,,,
"https://foundry.ai.mil/NIEM/v5.2/ApplicationOrServiceCodeType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Application Or Service Code","A data type for the types of applications and services.",,,,
"https://foundry.ai.mil/NIEM/v5.2/ApplyFilterCodeSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Apply Filter Code Simple","A data type for the correct entry as it applies to the filter.",,,,
"https://foundry.ai.mil/NIEM/v5.2/ApplyFilterCodeType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Apply Filter Code","A data type for the correct entry as it applies to the filter.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AppointmentType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,Appointment,"A data type for an appointment consists of scheduled dates and times, actual dates and times, and descriptive information.",,,,
"https://foundry.ai.mil/NIEM/v5.2/ApportionmentQualifierCategoryCodeSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Apportionment Qualifier Category Code Simple","A data type for the different categories of an apportioned conveyance.",,,,
"https://foundry.ai.mil/NIEM/v5.2/ApportionmentQualifierCategoryCodeType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Apportionment Qualifier Category Code","A data type for the different categories of an apportioned conveyance.",,,,
"https://foundry.ai.mil/NIEM/v5.2/ApprenticeshipTermType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Apprenticeship Term","A data type for a period of scheduled skills training.",,,,
"https://foundry.ai.mil/NIEM/v5.2/ApprenticeshipType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,Apprenticeship,"A data type for a program for skills on-the-job skills training.",,,,
"https://foundry.ai.mil/NIEM/v5.2/ApproachGradientSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Approach Gradient Simple","A data type for a ratio of vertical rise to horizontal distance.",,,,
"https://foundry.ai.mil/NIEM/v5.2/ApproachGradientType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Approach Gradient","A data type for a ratio of vertical rise to horizontal distance.",,,,
"https://foundry.ai.mil/NIEM/v5.2/ApprovalAuthorityType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Approval Authority","A data type for a group of metadata that describes and identifies a person, group, board, or organization that has approving authority.",,,,
"https://foundry.ai.mil/NIEM/v5.2/ApprovalStatusCodeSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Approval Status Code Simple","A data type for the code list of approval status",,,,
"https://foundry.ai.mil/NIEM/v5.2/ApprovalStatusCodeType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Approval Status Code","A data type for the code list of approval status",,,,
"https://foundry.ai.mil/NIEM/v5.2/ApproverNameSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Approver Name Simple","A data type for a name of the approver of the adjusted scheduled return to home station.",,,,
"https://foundry.ai.mil/NIEM/v5.2/ApproverNameType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Approver Name","A data type for a name of the approver of the adjusted scheduled return to home station.",,,,
"https://foundry.ai.mil/NIEM/v5.2/ApproximateScaleCodeSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Approximate Scale Code Simple","A data type for the approximate scale of the imagery interpreted.",,,,
"https://foundry.ai.mil/NIEM/v5.2/ApproximateScaleCodeType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Approximate Scale Code","A data type for the approximate scale of the imagery interpreted.",,,,
"https://foundry.ai.mil/NIEM/v5.2/ArbitraryUnitIDSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Arbitrary UnitID Simple","A data type for an arbitrary name or designation identifying a unit.",,,,
"https://foundry.ai.mil/NIEM/v5.2/ArbitraryUnitIDType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Arbitrary UnitI D","A data type for an arbitrary name or designation identifying a unit.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AreaAndSegmentSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Area And Segment Simple","A data type for an area and segment where the plan executes.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AreaAndSegmentType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Area And Segment","A data type for an area and segment where the plan executes.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AreaBroadcastDesignatorType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Area Broadcast Designator","A data type for the designator of the main operational broadcast covering a specific area.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AreaCodeSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Area Code Simple","A data type for units of measurements for an area value.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AreaCodeType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Area Code","A data type for units of measurements for an area value.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AreaControlCenterSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Area Control Center Simple","A data type for a code used to identify the agency responsible for coordination of all activities of nuclear, biological, chemical centers in a given area of observation.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AreaControlCenterType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Area Control Center","A data type for a code used to identify the agency responsible for coordination of all activities of nuclear, biological, chemical centers in a given area of observation.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AreaDesignatorSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Area Designator Simple","A data type for a name or number designating a specific area.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AreaDesignatorType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Area Designator","A data type for a name or number designating a specific area.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AreaFilterStatusCodeSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Area Filter Status Code Simple","A data type for the code which reflects whether the geographic filter is either SLAVED or FIXED to an interface unit, track, or point.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AreaFilterStatusCodeType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Area Filter Status Code","A data type for the code which reflects whether the geographic filter is either SLAVED or FIXED to an interface unit, track, or point.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AreaMeasureType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Area Measure","A data type for a measure of the amount of space covered by a flat surface or piece of land.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AreaName20CharMaxSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Area Name20 Char Max Simple","A data type for an area name, limited to 20 characters.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AreaName20CharMaxType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Area Name20 Char Max","A data type for an area name, limited to 20 characters.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AreaName38CharMaxSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Area Name38 Char Max Simple","A data type for an area name, limited to 38 characters.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AreaName38CharMaxType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Area Name38 Char Max","A data type for an area name, limited to 38 characters.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AreaName6CharMaxSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Area Name6 Char Max Simple","A data type for an area name, limited to 6 characters.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AreaName6CharMaxType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Area Name6 Char Max","A data type for an area name, limited to 6 characters.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AreaName7CharMaxSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Area Name7 Char Max Simple","A data type for an area name, limited to 7 characters.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AreaName7CharMaxType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Area Name7 Char Max","A data type for an area name, limited to 7 characters.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AreaOfInterestType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Area Of Interest","A data type for an area of concern to the commander, including the area of influence, areas adjacent thereto, and extending into enemy territory to the objectives of current or planned operations.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AreaOfValiditySimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Area Of Validity Simple","A data type for a name of the area or the command for which the Airspace Control Order (ACO) is valid.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AreaOfValidityType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Area Of Validity","A data type for a name of the area or the command for which the Airspace Control Order (ACO) is valid.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AreaParametersType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Area Parameters","A data type for the sector search area parameters in tens of degrees and thousands of yards.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AreaShapeCodeSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Area Shape Code Simple","A data type for the definition of a specified area using a geometric design or other mathematical technique.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AreaShapeCodeType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Area Shape Code","A data type for the definition of a specified area using a geometric design or other mathematical technique.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AreaSubdivisionCodeSimpleType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Area Subdivision Code Simple","A data type for the indicator of a portion of an area.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AreaSubdivisionCodeType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,"Area Subdivision Code","A data type for the indicator of a portion of an area.",,,,
"https://foundry.ai.mil/NIEM/v5.2/AreaType",NIEM,v5.2,"DICO ontology version 3.1.0",UNCLASSIFIED,Area,"A data type for a location identified by geographic boundaries.",,,,
